FileName;Frame;Channel;Id;X;Y;Z;Size;Perimeter;Length;Intensity
%background:/tmp/test/4 OA3.tif
4 OA3.tif;0;0;1;57.17647171020508;14.29411792755127;0.0;17.0;17.0;2.0;113.98652612197563
4 OA3.tif;0;0;2;30.59541893005371;27.496183395385742;0.0;262.0;96.0;26.0;141.0831409987573
4 OA3.tif;0;0;3;2.230769157409668;27.41025733947754;0.0;39.0;26.0;2.0;12.884250511986577
4 OA3.tif;0;0;4;21.53691291809082;38.97986602783203;0.0;149.0;66.0;10.0;143.5785604588225
4 OA3.tif;0;0;5;58.0;39.5;0.0;12.0;12.0;12.0;27.196363034650144
4 OA3.tif;0;0;6;46.335052490234375;45.37113571166992;0.0;194.0;68.0;7.0;168.63918703805956
4 OA3.tif;0;1;1;43.0;61.5;0.0;4.0;10.0;1.0;48.67302111445869
4 OA3.tif;0;1;2;38.5;1.0;0.0;10.0;12.0;2.0;65.09516165349132
4 OA3.tif;0;1;3;18.16666603088379;8.833333015441895;0.0;6.0;12.0;1.0;46.592855876701634
4 OA3.tif;0;1;4;49.846153259277344;11.230769157409668;0.0;13.0;18.0;2.0;73.88778412509505
4 OA3.tif;0;1;5;34.66666793823242;13.583333015441895;0.0;12.0;18.0;3.0;110.11165879363018
4 OA3.tif;0;1;6;40.0;15.166666984558105;0.0;6.0;12.0;3.0;35.868968694451176
4 OA3.tif;0;1;7;31.384614944458008;29.261537551879883;0.0;65.0;46.0;10.0;105.74020027954624
4 OA3.tif;0;1;8;57.66666793823242;44.5;0.0;6.0;8.0;2.0;78.04307759348667
