 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1,1,0,13.310,12.923,0,0,0,0,0,0,0
2,1,1,13.455,12.993,0,0,0,0,0,0,0
3,1,2,13.409,13.117,0,0,0,0,0,0,0
4,1,3,13.804,13.222,0,0,0,0,0,0,0
5,1,4,14.299,12.958,0,0,0,0,0,0,0
6,1,5,14.302,13.096,0,0,0,0,0,0,0
