Image_ID;Object_ID;Size;Perimeter;Length;Intensity;Coord_X;Coord_Y;Coord_Z
%background:/home/i-bird/Desktop/MOSAIC/image_test_2/ImageJ/plugin/Jtest_data/particle_tracker//TransportOfEndosomalVirus.tif
0;0;38.0;28.0;0.0;225.56219010719542;142.76315307617188;49.81578826904297;0.0
0;0;24.0;20.0;0.0;262.7746657951447;224.9166717529297;90.91666412353516;0.0
0;0;331.0;88.0;0.0;108.3472626446053;90.6404800415039;105.37462615966797;0.0
0;0;63.0;36.0;0.0;83.89162288116385;150.1587371826172;113.30158996582031;0.0
0;0;9.0;16.0;0.0;86.59104190718418;134.3333282470703;116.66666412353516;0.0
0;0;583.0;126.0;0.0;96.15615701242706;91.35334777832031;140.24014282226562;0.0
0;0;103.0;50.0;0.0;116.93357008924319;54.1456298828125;135.54368591308594;0.0
0;0;57.0;38.0;0.0;222.41611066880742;98.12281036376953;212.28070068359375;0.0
0;0;73.0;44.0;0.0;213.9295930639521;12.739726066589355;268.6712341308594;0.0
0;0;33.0;24.0;0.0;212.6719028430138;139.72727966308594;72.45454406738281;0.0
0;0;17.0;18.0;0.0;201.64987475999476;82.05882263183594;244.23529052734375;0.0
0;0;32.0;28.0;0.0;199.85633760113265;73.90625;213.8125;0.0
0;0;37.0;26.0;0.0;155.88832912253724;191.91891479492188;195.43243408203125;0.0
0;0;10.0;13.0;0.0;185.57334998735723;227.39999389648438;166.1999969482422;0.0
0;0;21.0;20.0;0.0;151.14829007906346;186.85714721679688;217.8095245361328;0.0
0;0;10.0;14.0;0.0;175.54865958907857;194.5;127.0;0.0
0;0;24.0;22.0;0.0;136.0337500085461;142.875;161.7083282470703;0.0
0;0;11.0;16.0;0.0;178.61119366094485;58.818180084228516;67.81818389892578;0.0
0;0;10.0;14.0;0.0;214.0419512197127;217.0;21.5;0.0
0;0;46.0;34.0;0.0;116.12893459274349;99.36956787109375;40.65217208862305;0.0
0;0;105.0;48.0;0.0;71.00869041594784;73.84761810302734;167.38095092773438;0.0
0;0;10.0;14.0;0.0;142.07809622796117;181.5;254.0;0.0
0;0;24.0;22.0;0.0;101.34922430447644;180.8333282470703;206.0416717529297;0.0
0;0;14.0;16.0;0.0;102.03921775797663;185.7142791748047;233.64285278320312;0.0
0;0;45.0;32.0;0.0;81.2205651205869;131.022216796875;160.22222900390625;0.0
0;0;305.0;80.0;0.0;55.78360779334468;167.03607177734375;83.34098052978516;0.0
0;0;27.0;22.0;0.0;62.3312091147648;67.96295928955078;248.40740966796875;0.0
0;0;8.0;12.0;0.0;65.35582376783265;115.875;262.875;0.0
0;0;15.0;18.0;0.0;55.61630662503417;3.5999999046325684;0.4000000059604645;0.0
0;0;12.0;18.0;0.0;66.57647038059424;216.8333282470703;167.6666717529297;0.0
0;0;9.0;12.0;0.0;62.25552730994755;137.0;86.0;0.0
0;0;1.0;4.0;0.0;136.30750530688593;131.0;92.0;0.0
0;0;1.0;4.0;0.0;166.8943898665187;118.0;130.0;0.0
0;0;8.0;10.0;0.0;55.06145403122084;185.5;273.5;0.0
0;0;31.0;26.0;0.0;48.19994835683753;71.3548355102539;83.48387145996094;0.0
0;0;7.0;12.0;0.0;60.091963020828295;66.71428680419922;93.0;0.0
0;0;76.0;44.0;0.0;42.069715580315695;57.8684196472168;102.8026351928711;0.0
0;0;44.0;30.0;0.0;41.70322544431756;65.81818389892578;152.11363220214844;0.0
0;0;24.0;24.0;0.0;41.88969870541676;122.95833587646484;135.4166717529297;0.0
1;0;38.0;28.0;0.0;225.56219010719542;142.76315307617188;49.81578826904297;0.0
1;0;24.0;20.0;0.0;262.7746657951447;224.9166717529297;90.91666412353516;0.0
1;0;331.0;88.0;0.0;108.3472626446053;90.6404800415039;105.37462615966797;0.0
1;0;63.0;36.0;0.0;83.89162288116385;150.1587371826172;113.30158996582031;0.0
1;0;9.0;16.0;0.0;86.59104190718418;134.3333282470703;116.66666412353516;0.0
1;0;583.0;126.0;0.0;96.15615701242706;91.35334777832031;140.24014282226562;0.0
1;0;103.0;50.0;0.0;116.93357008924319;54.1456298828125;135.54368591308594;0.0
1;0;57.0;38.0;0.0;222.41611066880742;98.12281036376953;212.28070068359375;0.0
1;0;73.0;44.0;0.0;213.9295930639521;12.739726066589355;268.6712341308594;0.0
1;0;33.0;24.0;0.0;212.6719028430138;139.72727966308594;72.45454406738281;0.0
1;0;17.0;18.0;0.0;201.64987475999476;82.05882263183594;244.23529052734375;0.0
1;0;32.0;28.0;0.0;199.85633760113265;73.90625;213.8125;0.0
1;0;37.0;26.0;0.0;155.88832912253724;191.91891479492188;195.43243408203125;0.0
1;0;10.0;13.0;0.0;185.57334998735723;227.39999389648438;166.1999969482422;0.0
1;0;21.0;20.0;0.0;151.14829007906346;186.85714721679688;217.8095245361328;0.0
1;0;10.0;14.0;0.0;175.54865958907857;194.5;127.0;0.0
1;0;24.0;22.0;0.0;136.0337500085461;142.875;161.7083282470703;0.0
1;0;11.0;16.0;0.0;178.61119366094485;58.818180084228516;67.81818389892578;0.0
1;0;10.0;14.0;0.0;214.0419512197127;217.0;21.5;0.0
1;0;46.0;34.0;0.0;116.12893459274349;99.36956787109375;40.65217208862305;0.0
1;0;105.0;48.0;0.0;71.00869041594784;73.84761810302734;167.38095092773438;0.0
1;0;10.0;14.0;0.0;142.07809622796117;181.5;254.0;0.0
1;0;24.0;22.0;0.0;101.34922430447644;180.8333282470703;206.0416717529297;0.0
1;0;14.0;16.0;0.0;102.03921775797663;185.7142791748047;233.64285278320312;0.0
1;0;45.0;32.0;0.0;81.2205651205869;131.022216796875;160.22222900390625;0.0
1;0;305.0;80.0;0.0;55.78360779334468;167.03607177734375;83.34098052978516;0.0
1;0;27.0;22.0;0.0;62.3312091147648;67.96295928955078;248.40740966796875;0.0
1;0;8.0;12.0;0.0;65.35582376783265;115.875;262.875;0.0
1;0;15.0;18.0;0.0;55.61630662503417;3.5999999046325684;0.4000000059604645;0.0
1;0;12.0;18.0;0.0;66.57647038059424;216.8333282470703;167.6666717529297;0.0
1;0;9.0;12.0;0.0;62.25552730994755;137.0;86.0;0.0
1;0;1.0;4.0;0.0;136.30750530688593;131.0;92.0;0.0
1;0;1.0;4.0;0.0;166.8943898665187;118.0;130.0;0.0
1;0;8.0;10.0;0.0;55.06145403122084;185.5;273.5;0.0
1;0;31.0;26.0;0.0;48.19994835683753;71.3548355102539;83.48387145996094;0.0
1;0;7.0;12.0;0.0;60.091963020828295;66.71428680419922;93.0;0.0
1;0;76.0;44.0;0.0;42.069715580315695;57.8684196472168;102.8026351928711;0.0
1;0;44.0;30.0;0.0;41.70322544431756;65.81818389892578;152.11363220214844;0.0
1;0;24.0;24.0;0.0;41.88969870541676;122.95833587646484;135.4166717529297;0.0
2;0;39.0;28.0;0.0;217.59526333706384;142.92308044433594;49.153846740722656;0.0
2;0;18.0;20.0;0.0;323.540728802517;224.55555725097656;91.11111450195312;0.0
2;0;297.0;86.0;0.0;108.23827945254034;89.78787994384766;104.58586120605469;0.0
2;0;102.0;52.0;0.0;115.18343191886751;53.568626403808594;136.46078491210938;0.0
2;0;564.0;124.0;0.0;97.69574603144343;91.39716339111328;141.6914825439453;0.0
2;0;31.0;24.0;0.0;108.32812497521913;71.25806427001953;164.5806427001953;0.0
2;0;6.0;6.0;0.0;240.02510843197754;228.0;164.5;0.0
2;0;72.0;42.0;0.0;192.80566884400974;97.375;211.0416717529297;0.0
2;0;22.0;22.0;0.0;253.82177450680274;76.7727279663086;226.72727966308594;0.0
2;0;28.0;22.0;0.0;266.1486535843883;17.678571701049805;264.1071472167969;0.0
2;0;28.0;24.0;0.0;233.79313320914852;139.35714721679688;73.64286041259766;0.0
2;0;36.0;26.0;0.0;194.95806721200847;148.5;104.30555725097656;0.0
2;0;22.0;20.0;0.0;148.1736505168831;8.863636016845703;272.5454406738281;0.0
2;0;36.0;26.0;0.0;145.5418698377766;191.9166717529297;195.63888549804688;0.0
2;0;16.0;16.0;0.0;217.74375438871778;186.5;218.5;0.0
2;0;17.0;18.0;0.0;187.45365496813645;85.29412078857422;242.7058868408203;0.0
2;0;19.0;18.0;0.0;166.7828562541179;141.42105102539062;164.8947296142578;0.0
2;0;7.0;12.0;0.0;202.89502150519968;194.7142791748047;127.57142639160156;0.0
2;0;40.0;32.0;0.0;127.64648351127158;99.3499984741211;39.5;0.0
2;0;12.0;16.0;0.0;115.24140932289569;182.6666717529297;252.6666717529297;0.0
2;0;14.0;16.0;0.0;131.24185202053064;216.2857208251953;21.5;0.0
2;0;23.0;20.0;0.0;110.7503049479677;60.0;69.0;0.0
2;0;21.0;20.0;0.0;90.72523040623089;181.0;205.85714721679688;0.0
2;0;22.0;22.0;0.0;87.80281656274734;68.5;249.09091186523438;0.0
2;0;14.0;16.0;0.0;91.51465834515612;186.92857360839844;233.85714721679688;0.0
2;0;43.0;34.0;0.0;70.61700546102588;130.88372802734375;158.1627960205078;0.0
2;0;322.0;94.0;0.0;50.88514523739981;168.133544921875;85.5279541015625;0.0
2;0;422.0;114.0;0.0;43.44166380547991;126.54265594482422;110.70853424072266;0.0
2;0;7.0;9.0;0.0;79.79920842229888;4.285714149475098;0.1428571492433548;0.0
2;0;77.0;46.0;0.0;47.879037843179695;57.818180084228516;103.06493377685547;0.0
2;0;2.0;6.0;0.0;106.80428676317685;116.0;132.5;0.0
2;0;5.0;10.0;0.0;96.4516638391988;217.1999969482422;168.60000610351562;0.0
2;0;18.0;20.0;0.0;50.198156329196344;72.0;84.72222137451172;0.0
2;0;14.0;14.0;0.0;51.75883767516574;185.14285278320312;273.0714416503906;0.0
2;0;23.0;22.0;0.0;44.27632156360175;122.65217590332031;136.2608642578125;0.0
2;0;7.0;12.0;0.0;74.55535945362772;116.0;263.0;0.0
2;0;15.0;18.0;0.0;48.08097139271256;65.26667022705078;91.06666564941406;0.0
3;0;39.0;28.0;0.0;217.59526333706384;142.92308044433594;49.153846740722656;0.0
3;0;18.0;20.0;0.0;323.540728802517;224.55555725097656;91.11111450195312;0.0
3;0;297.0;86.0;0.0;108.23827945254034;89.78787994384766;104.58586120605469;0.0
