FileName;Frame;Channel;Id;ChannelColoc;Overlap;AvgColocObjSize;AvgColocObjIntensity;ColocImageIntensity;SingleColoc
%background:/tmp/test/3 Ctrl3.tif
3 Ctrl3.tif;0;0;1;1;0.875;38.0;36.1406135559082;0.15465116279069765;true
3 Ctrl3.tif;0;0;2;1;0.0;0.0;0.0;0.031782945736434115;true
3 Ctrl3.tif;0;0;3;1;0.03030303120613098;20.0;56.63773727416992;0.04496124031007752;true
3 Ctrl3.tif;0;0;4;1;0.05882352963089943;14.0;181.57015991210938;0.07688098495212038;true
3 Ctrl3.tif;0;0;5;1;0.4000000059604645;22.0;47.64742660522461;0.10046511627906977;true
3 Ctrl3.tif;0;0;6;1;0.0;0.0;0.0;0.03785084202085004;true
3 Ctrl3.tif;0;0;7;1;0.5;40.0;83.15450286865234;0.17131782945736432;true
3 Ctrl3.tif;0;0;8;1;0.0;0.0;0.0;0.015503875968992248;true
3 Ctrl3.tif;0;0;9;1;0.0;0.0;0.0;0.02178702570379437;true
3 Ctrl3.tif;0;0;10;1;0.0;0.0;0.0;0.011627906976744186;true
3 Ctrl3.tif;0;0;11;1;0.0;0.0;0.0;0.027906976744186053;true
3 Ctrl3.tif;0;1;1;0;0.0;0.0;0.0;4.901960784313725E-4;true
3 Ctrl3.tif;0;1;2;0;0.0;0.0;0.0;0.10784313725490197;true
3 Ctrl3.tif;0;1;3;0;0.0;0.0;0.0;0.0033273915626856805;true
3 Ctrl3.tif;0;1;4;0;0.0;0.0;0.0;0.0032085561497326204;true
3 Ctrl3.tif;0;1;5;0;0.0;0.0;0.0;4.901960784313725E-4;true
3 Ctrl3.tif;0;1;6;0;0.0;0.0;0.0;0.00130718954248366;true
3 Ctrl3.tif;0;1;7;0;0.0;0.0;0.0;0.00261437908496732;true
3 Ctrl3.tif;0;1;8;0;0.0;0.0;0.0;0.004705882352941176;true
3 Ctrl3.tif;0;1;9;0;0.0;0.0;0.0;0.00261437908496732;true
3 Ctrl3.tif;0;1;10;0;0.0;0.0;0.0;0.0;true
3 Ctrl3.tif;0;1;11;0;0.0;0.0;0.0;0.0;true
3 Ctrl3.tif;0;1;12;0;0.18421052396297455;8.0;80.3345947265625;0.05221878224974199;true
3 Ctrl3.tif;0;1;13;0;0.0;0.0;0.0;0.0;true
3 Ctrl3.tif;0;1;14;0;0.0;0.0;0.0;0.0;true
3 Ctrl3.tif;0;1;15;0;0.0;0.0;0.0;0.0;true
3 Ctrl3.tif;0;1;16;0;0.05000000074505806;33.0;205.58990478515625;0.05058823529411764;true
3 Ctrl3.tif;0;1;17;0;0.0714285746216774;17.0;164.36402893066406;0.08543417366946778;true
3 Ctrl3.tif;0;1;18;0;0.27272728085517883;15.0;181.65379333496094;0.18734402852049908;true
3 Ctrl3.tif;0;1;19;0;0.0;0.0;0.0;0.00392156862745098;true
3 Ctrl3.tif;0;1;20;0;0.07500000298023224;6.0;17.593149185180664;0.005294117647058822;true
