FileName;Frame;Channel;Id;ChannelColoc;Overlap;AvgColocObjSize;AvgColocObjIntensity;ColocImageIntensity;SingleColoc
%background:/tmp/test/4 OA4.tif
4 OA4.tif;0;0;1;1;0.0;0.0;0.0;0.003424657534246575;true
4 OA4.tif;0;0;2;1;0.0;0.0;0.0;0.0;true
4 OA4.tif;0;0;3;1;0.0;0.0;0.0;0.03981164383561644;true
4 OA4.tif;0;0;4;1;0.0;0.0;0.0;0.0;true
4 OA4.tif;0;0;5;1;0.0;0.0;0.0;0.0;true
4 OA4.tif;0;0;6;1;0.0;0.0;0.0;0.0;true
4 OA4.tif;0;1;1;0;0.0;0.0;0.0;0.0;true
4 OA4.tif;0;1;2;0;0.0;0.0;0.0;0.0;true
4 OA4.tif;0;1;3;0;0.0;0.0;0.0;0.04555052790346908;true
4 OA4.tif;0;1;4;0;0.0;0.0;0.0;0.00196078431372549;true
4 OA4.tif;0;1;5;0;0.0;0.0;0.0;7.84313725490196E-4;true
4 OA4.tif;0;1;6;0;0.0;0.0;0.0;0.0;true
4 OA4.tif;0;1;7;0;0.0;0.0;0.0;0.0;true
4 OA4.tif;0;1;8;0;0.0;0.0;0.0;0.0;true
4 OA4.tif;0;1;9;0;0.0;0.0;0.0;0.0;true
