FileName;Frame;Channel;Id;ChannelColoc;Overlap;AvgColocObjSize;AvgColocObjIntensity;ColocImageIntensity;SingleColoc
%background:/tmp/test/4 OA3.tif
4 OA3.tif;0;0;1;1;0.0;0.0;0.0;0.0;true
4 OA3.tif;0;0;2;1;0.22900763154029846;65.0;105.74020385742188;0.11125510385229895;true
4 OA3.tif;0;0;3;1;0.0;0.0;0.0;0.0;true
4 OA3.tif;0;0;4;1;0.0;0.0;0.0;0.0;true
4 OA3.tif;0;0;5;1;0.25;6.0;78.04307556152344;0.09534883720930232;true
4 OA3.tif;0;0;6;1;0.0;0.0;0.0;0.0012227283625029966;true
4 OA3.tif;0;1;1;0;0.0;0.0;0.0;0.00102880658436214;true
4 OA3.tif;0;1;2;0;0.0;0.0;0.0;0.0;true
4 OA3.tif;0;1;3;0;0.0;0.0;0.0;0.0027434842249657067;true
4 OA3.tif;0;1;4;0;0.0;0.0;0.0;0.0;true
4 OA3.tif;0;1;5;0;0.0;0.0;0.0;0.0;true
4 OA3.tif;0;1;6;0;0.0;0.0;0.0;0.0;true
4 OA3.tif;0;1;7;0;0.9230769276618958;262.0;141.08314514160156;0.6331117442228553;true
4 OA3.tif;0;1;8;0;0.5;12.0;27.19636344909668;0.05349794238683128;true
