7;0;28.0;66.0;0.0;1726.9892759427662;11.607142448425293;6.25;30.571428298950195
7;0;85.0;117.0;0.0;2293.946537175581;32.670589447021484;22.752941131591797;6.952940940856934
7;0;118.0;70.0;0.0;4139.847173348544;16.36440658569336;30.237287521362305;26.17796516418457
7;0;242.0;257.0;0.0;2684.8932178131954;16.314048767089844;29.917354583740234;25.136363983154297
7;0;41.0;29.0;0.0;3818.6433141455173;33.07316970825195;22.80487823486328;6.829268455505371
7;0;220.0;192.0;0.0;2852.055869467857;16.418182373046875;29.986364364624023;25.236364364624023
7;0;78.0;100.0;0.0;2409.2037444825783;32.52564239501953;22.653846740722656;6.948718070983887
7;0;108.0;26.0;0.0;4447.139917341803;16.648147583007812;30.203702926635742;25.44444465637207
7;0;6.0;10.0;0.0;1083.4441545479053;0.1666666716337204;42.66666793823242;11.333333015441895
7;0;247.0;272.0;0.0;2649.3587621701113;16.271255493164062;29.910930633544922;25.178136825561523
