File;Image ID;Objects ch1;Mean size in ch1;Mean surface in ch1;Mean length in ch1;Objects ch2;Mean size in ch2;Mean surface in ch2;Mean length in ch2;Colocalization ch1 in ch2 (signal based);Colocalization ch2 in ch1 (signal based);Colocalization ch1 in ch2 (size based);Colocalization ch2 in ch1 (size based);Colocalization ch1 in ch2 (objects numbers);Colocalization ch2 in ch1 (objects numbers);Mean ch2 intensity of ch1 objects;Mean ch1 intensity of ch2 objects;Pearson correlation;Pearson correlation inside cell masks
%Parameters: background removal  true window size 10 stddev PSF xy  0.8 stddev PSF z  0.8 Regularization 0.05 0.05 Min intensity ch1 0.15 Min intensity ch2 0.15 subpixel true Cell mask ch1 true mask threshold ch1 0.0015 Cell mask ch2 true mask threshold ch2 0.0015 Intensity estimation High layer Noise model Gauss;
moImg.tif;0;2;185.75;122.25;51.1875;2;190.4609;121.25;49.25;1.0;0.9753;1.0;0.9752;1.0;1.0;0.9996;0.9807;0.9873;0.9915
