Image_ID;Object_ID;Size;Perimeter;Length;Intensity;Coord_X;Coord_Y;Coord_Z
%background:/home/gonciarz/scratch//session1453901341023//tmp_1.tif
0;0;13.0;38.0;0.0;6355.920221947678;10.692307472229004;14.384614944458008;13.84615421295166
0;0;4.0;20.0;4.0;7020.637655843883;17.0;15.25;6.25
