Image_ID;Object_ID;Size;Perimeter;Length;Intensity;Overlap_with_ch;Coloc_object_size;Coloc_object_intensity;Single_Coloc;Coloc_image_intensity;Coord_X;Coord_Y;Coord_Z
%background:/home/i-bird/Desktop/MOSAIC/Luis/Test_r_script_2//3 Ctrl3.tif
1;0;3.0;8.0;0.0;111.7875727823517;0.0;0.0;0.0;true;0.0;55.33333206176758;5.333333492279053;0.0
1;0;8.0;14.0;0.0;161.43885466133224;0.0;0.0;0.0;true;0.0;57.125;8.5;0.0
1;0;11.0;16.0;0.0;145.71485152171635;0.0;0.0;0.0;true;0.0;16.636363983154297;18.636363983154297;0.0
1;0;15.0;18.0;0.0;157.25817820774267;0.0;0.0;0.0;true;0.0;8.533333778381348;23.66666603088379;0.0
1;0;15.0;20.0;0.0;133.41574419948776;0.0;0.0;0.0;true;0.00392156862745098;10.666666984558105;43.733333587646484;0.0
1;0;14.0;18.0;0.0;181.57015715912152;0.0;17.0;164.36399841308594;true;0.08543417366946778;26.928571701049805;29.85714340209961;0.0
1;0;40.0;46.0;0.0;83.1545030661827;0.0;6.0;17.593000411987305;true;0.005294117647058822;29.649999618530273;48.349998474121094;0.0
1;0;9.0;14.0;0.0;123.60578487470806;0.0;0.0;0.0;true;0.00261437908496732;15.333333015441895;59.22222137451172;0.0
1;0;8.0;12.0;0.0;101.31633703645592;0.0;0.0;0.0;true;4.901960784313725E-4;46.875;44.125;0.0
1;0;33.0;32.0;0.0;59.95467215224245;0.0;0.0;0.0;true;0.0033273915626856805;20.15151596069336;49.06060791015625;0.0
1;0;2.0;2.0;0.0;79.2093649257416;0.0;0.0;0.0;true;0.10784313725490197;59.0;44.5;0.0
1;0;20.0;20.0;0.0;56.63773883180194;0.0;33.0;205.58900451660156;true;0.05058823529411764;18.049999237060547;29.75;0.0
1;0;22.0;24.0;0.0;47.64742300597177;0.0;15.0;181.6529998779297;true;0.18734402852049908;45.681819915771484;29.5;0.0
1;0;38.0;44.0;0.0;36.140614118337815;0.0;8.0;80.33399963378906;true;0.05221878224974199;52.394737243652344;20.973684310913086;0.0
1;0;3.0;3.0;0.0;59.33162611767026;0.0;0.0;0.0;true;0.00261437908496732;52.0;61.0;0.0
1;0;27.0;28.0;0.0;26.641782513302545;0.0;0.0;0.0;true;0.00130718954248366;32.62963104248047;58.925926208496094;0.0
1;0;8.0;10.0;0.0;36.63604239594283;0.0;0.0;0.0;true;4.901960784313725E-4;58.125;49.125;0.0
1;0;22.0;22.0;0.0;20.48572917173497;0.0;0.0;0.0;true;0.0032085561497326204;6.7272725105285645;48.54545593261719;0.0
1;0;15.0;15.0;0.0;21.466292716986604;0.0;0.0;0.0;true;0.004705882352941176;22.066667556762695;60.13333511352539;0.0
1;0;3.0;3.0;0.0;23.96244709306858;0.0;0.0;0.0;true;0.0;0.0;25.0;0.0
