FileName;Frame;Channel;Id;X;Y;Z;Size;Perimeter;Length;Intensity
%background:/tmp/test/2 OA1.tif
2 OA1.tif;0;0;1;82.20258331298828;3.5387930870056152;0.0;232.0;76.0;20.0;76.43972765180328
2 OA1.tif;0;0;2;104.83026123046875;19.741697311401367;0.0;271.0;87.0;11.0;90.14485918007469
2 OA1.tif;0;0;3;57.60606002807617;11.363636016845703;0.0;66.0;40.0;2.0;14.89731038028541
2 OA1.tif;0;0;4;83.26219177246094;31.884145736694336;0.0;164.0;56.0;2.0;64.11905195471442
2 OA1.tif;0;0;5;57.4898796081543;56.38191604614258;0.0;741.0;136.0;22.0;92.72570372045809
2 OA1.tif;0;0;6;93.47058868408203;58.16781997680664;0.0;578.0;110.0;2.0;87.26592950472434
2 OA1.tif;0;0;7;54.50467300415039;87.49533081054688;0.0;107.0;66.0;16.0;13.09879528079641
2 OA1.tif;0;0;8;99.96308898925781;90.18791961669922;0.0;298.0;76.0;7.0;55.76522805456986
2 OA1.tif;0;0;9;83.42857360839844;88.71428680419922;0.0;7.0;12.0;1.0;11.27896331325867
2 OA1.tif;0;0;10;42.08333206176758;97.33333587646484;0.0;12.0;16.0;1.0;15.771561601889358
2 OA1.tif;0;0;11;62.739131927490234;101.08695983886719;0.0;23.0;22.0;2.0;15.030454466388049
2 OA1.tif;0;0;12;105.25;110.0;0.0;4.0;10.0;2.0;22.69843373936769
2 OA1.tif;0;0;13;109.0;116.5;0.0;2.0;2.0;2.0;20.242048907865232
2 OA1.tif;0;1;1;75.21428680419922;16.39285659790039;0.0;28.0;26.0;3.0;41.057916370436445
2 OA1.tif;0;1;2;52.219512939453125;30.04878044128418;0.0;41.0;32.0;4.0;80.0809805124493
2 OA1.tif;0;1;3;29.457143783569336;38.58571243286133;0.0;70.0;40.0;2.0;63.509085082676485
2 OA1.tif;0;1;4;40.47058868408203;36.47058868408203;0.0;17.0;20.0;1.0;28.581652618952774
2 OA1.tif;0;1;5;70.4117660522461;48.27450942993164;0.0;51.0;34.0;5.0;56.886362469225595
2 OA1.tif;0;1;6;44.20588302612305;49.764705657958984;0.0;34.0;28.0;1.0;72.1492819848703
2 OA1.tif;0;1;7;5.991596698760986;59.70588302612305;0.0;119.0;76.0;16.0;84.29140475470506
2 OA1.tif;0;1;8;107.90908813476562;63.5;0.0;22.0;20.0;4.0;17.300072943945615
2 OA1.tif;0;1;9;88.25;67.69444274902344;0.0;36.0;26.0;3.0;43.03202857426074
2 OA1.tif;0;1;10;91.59574127197266;76.23403930664062;0.0;47.0;30.0;1.0;24.6869593999584
2 OA1.tif;0;1;11;64.5;77.1875;0.0;16.0;18.0;2.0;30.180388845564927
2 OA1.tif;0;1;12;23.677419662475586;102.2741928100586;0.0;62.0;38.0;2.0;56.45860545686726
2 OA1.tif;0;1;13;95.76344299316406;109.10752868652344;0.0;93.0;56.0;8.0;23.99205091354645
2 OA1.tif;0;1;14;58.16071319580078;110.0;0.0;56.0;36.0;3.0;136.96623637626965
2 OA1.tif;0;1;15;64.0;118.44444274902344;0.0;9.0;12.0;1.0;20.19359648754205
