FileName;Frame;Channel;Id;ChannelColoc;Overlap;AvgColocObjSize;AvgColocObjIntensity;ColocImageIntensity;SingleColoc
%background:/tmp/test/2 OA4.tif
2 OA4.tif;0;0;1;1;0.0;0.0;0.0;0.009386446886446886;true
2 OA4.tif;0;0;2;1;0.0;0.0;0.0;5.861567928142129E-4;true
2 OA4.tif;0;0;3;1;0.0;0.0;0.0;0.0;true
2 OA4.tif;0;0;4;1;0.0;0.0;0.0;6.892230576441104E-4;true
2 OA4.tif;0;0;5;1;0.0;0.0;0.0;0.0;true
2 OA4.tif;0;0;6;1;0.0;0.0;0.0;9.807256235827664E-4;true
2 OA4.tif;0;0;7;1;0.0;0.0;0.0;0.0;true
2 OA4.tif;0;0;8;1;0.0;0.0;0.0;1.139211665527455E-4;true
2 OA4.tif;0;0;9;1;0.0;0.0;0.0;0.0;true
2 OA4.tif;0;0;10;1;0.0;0.0;0.0;0.0;true
2 OA4.tif;0;0;11;1;0.0;0.0;0.0;0.0;true
2 OA4.tif;0;0;12;1;0.0;0.0;0.0;6.89519306540583E-4;true
2 OA4.tif;0;1;1;0;0.0;0.0;0.0;0.0;true
2 OA4.tif;0;1;2;0;0.0;0.0;0.0;0.0;true
2 OA4.tif;0;1;3;0;0.0;0.0;0.0;0.07664609053497942;true
2 OA4.tif;0;1;4;0;0.0;0.0;0.0;0.041666666666666664;true
2 OA4.tif;0;1;5;0;0.0;0.0;0.0;0.011735572782084407;true
2 OA4.tif;0;1;6;0;0.0;0.0;0.0;0.01816239316239316;true
2 OA4.tif;0;1;7;0;0.0;0.0;0.0;0.0;true
2 OA4.tif;0;1;8;0;0.0;0.0;0.0;0.0;true
