Image_ID;Object_ID;Size;Perimeter;Length;Intensity;Coord_X;Coord_Y;Coord_Z
0;0;110.0;170.0;0.0;4107.603450386494;15.390909194946289;32.59090805053711;27.03636360168457
0;0;59.0;112.0;0.0;2717.6485718693507;33.915252685546875;22.016948699951172;6.93220329284668
