FileName;Frame;Channel;NumOfObjects;MeanSize;MeanSurface;MeanLength
%background:/home/gonciarz/scratch/session1457602330370/tmp_1.tif
tmp_1.tif;0;0;3;25.3333;48.0;1.3333
